order_id,order_date,customer_id,region,channel,product,category,quantity,unit_price,discount_pct,revenue,cost,profit,status
ORD00219,2024-11-26,C1041,Limerick,Retail Store,Keyboard,Accessories,4,74.99,0,299.96,172.31,127.65,Completed
ORD00220,2024-05-23,C1015,Waterford,Marketplace,Fitness Band,Wearables,3,49.99,0.15,127.47,72.25,55.22,Completed
ORD00221,2024-10-26,C1109,Cork,Retail Store,Laptop Stand,Accessories,3,28.99,0.15,73.92,51.48,22.44,Completed
ORD00222,2024-05-25,C1176,Dublin,Marketplace,Smart Watch,Wearables,2,149.99,0,299.98,206.97,93.01,Completed
ORD00223,2024-03-13,C1207,Waterford,Mobile App,Smart Watch,Wearables,1,149.99,0,149.99,83.25,66.74,Completed
ORD00224,2024-02-13,C1138,Waterford,Retail Store,Office Chair,Furniture,2,179.99,0.1,323.98,184.73,139.25,Completed
ORD00225,2024-01-30,C1173,Limerick,Retail Store,USB-C Hub,Accessories,2,39.99,0,79.98,44.83,35.15,Completed
ORD00226,2024-08-23,C1138,Dublin,Marketplace,Headphones,Audio,2,129.99,0,259.98,178.3,81.68,Completed
ORD00227,2024-09-24,C1082,Limerick,Mobile App,USB-C Hub,Accessories,1,39.99,0.15,33.99,24.24,9.75,Completed
ORD00228,2024-10-15,C1091,Limerick,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,21.82,16.17,Completed
ORD00229,2024-08-25,C1201,Dublin,Mobile App,Fitness Band,Wearables,1,49.99,0,49.99,28.83,21.16,Completed
ORD00230,2024-02-18,C1008,Cork,Retail Store,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.72,8.92,Completed
ORD00231,2024-08-16,C1196,Waterford,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,22.44,15.55,Completed
ORD00232,2024-01-15,C1013,Dublin,Marketplace,Laptop Stand,Accessories,1,28.99,0,28.99,16.77,12.22,Completed
ORD00233,2024-11-23,C1101,Dublin,Website,Fitness Band,Wearables,1,49.99,0,49.99,35.21,14.78,Completed
ORD00234,2024-12-08,C1129,Limerick,Mobile App,Standing Desk,Furniture,1,299.99,0,299.99,218.59,81.4,Completed
ORD00235,2024-04-23,C1044,Dublin,Marketplace,Keyboard,Accessories,1,74.99,0,74.99,55.33,19.66,Returned
ORD00236,2024-01-25,C1066,Waterford,Retail Store,Laptop Stand,Accessories,3,28.99,0,86.97,60.68,26.29,Completed
ORD00237,2024-12-12,C1191,Galway,Retail Store,Keyboard,Accessories,1,74.99,0,74.99,54.31,20.68,Completed
ORD00238,2024-03-04,C1095,Limerick,Retail Store,Wireless Mouse,Accessories,1,19.99,0.05,18.99,10.38,8.61,Completed
ORD00239,2024-04-09,C1204,Dublin,Mobile App,USB-C Hub,Accessories,2,39.99,0,79.98,48.12,31.86,Returned
ORD00240,2024-03-12,C1199,Limerick,Website,USB-C Hub,Accessories,1,39.99,0.15,33.99,23.98,10.01,Returned
ORD00241,2024-06-22,C1082,Cork,Retail Store,Smart Watch,Wearables,3,149.99,0,449.97,268.91,181.06,Completed
ORD00242,2024-04-02,C1182,Limerick,Mobile App,Speaker,Audio,1,54.99,0,54.99,36.92,18.07,Completed
ORD00243,2024-01-14,C1069,Waterford,Marketplace,Keyboard,Accessories,1,74.99,0.1,67.49,36.73,30.76,Completed
ORD00244,2024-09-04,C1029,Cork,Website,Keyboard,Accessories,1,74.99,0,74.99,42.2,32.79,Completed
ORD00245,2024-04-13,C1248,Galway,Retail Store,USB-C Hub,Accessories,2,39.99,0.05,75.98,38.82,37.16,Cancelled
ORD00246,2024-07-31,C1229,Cork,Website,USB-C Hub,Accessories,3,39.99,0,119.97,69.76,50.21,Completed
ORD00247,2024-09-16,C1087,Waterford,Mobile App,Headphones,Audio,1,129.99,0,129.99,77.34,52.65,Completed
ORD00248,2024-07-28,C1055,Galway,Mobile App,Office Chair,Furniture,1,179.99,0.05,170.99,101.43,69.56,Completed
ORD00249,2024-04-10,C1153,Dublin,Website,Keyboard,Accessories,1,74.99,0,74.99,49.87,25.12,Returned
ORD00250,2024-11-09,C1171,Cork,Marketplace,Fitness Band,Wearables,2,49.99,0,99.98,53.35,46.63,Completed
ORD00251,2024-01-29,C1132,Galway,Marketplace,Wireless Mouse,Accessories,2,19.99,0.15,33.98,19.92,14.06,Completed
ORD00252,2024-09-01,C1034,Galway,Mobile App,Fitness Band,Wearables,1,49.99,0.1,44.99,32.24,12.75,Completed
ORD00253,2024-01-03,C1091,Waterford,Retail Store,Speaker,Audio,1,54.99,0.05,52.24,32.88,19.36,Cancelled
ORD00254,2024-06-13,C1199,Limerick,Website,Wireless Mouse,Accessories,1,19.99,0,19.99,13.84,6.15,Completed
ORD00255,2024-01-14,C1135,Waterford,Mobile App,Wireless Mouse,Accessories,4,19.99,0.1,71.96,42.89,29.07,Completed
ORD00256,2024-06-08,C1064,Waterford,Website,Wireless Mouse,Accessories,1,19.99,0,19.99,10.47,9.52,Completed
ORD00257,2024-08-25,C1133,Cork,Retail Store,USB-C Hub,Accessories,1,39.99,0.15,33.99,21.94,12.05,Completed
ORD00258,2024-08-26,C1126,Waterford,Marketplace,Wireless Mouse,Accessories,2,19.99,0,39.98,22.03,17.95,Completed
ORD00259,2024-04-26,C1220,Cork,Mobile App,Wireless Mouse,Accessories,1,19.99,0,19.99,12.41,7.58,Completed
ORD00260,2024-01-10,C1240,Limerick,Retail Store,Fitness Band,Wearables,2,49.99,0,99.98,72.64,27.34,Completed
ORD00261,2024-01-27,C1198,Galway,Marketplace,Standing Desk,Furniture,1,299.99,0.1,269.99,197.72,72.27,Completed
ORD00262,2024-06-13,C1208,Limerick,Website,Speaker,Audio,2,54.99,0.15,93.48,64.42,29.06,Completed
ORD00263,2024-08-04,C1169,Dublin,Marketplace,Keyboard,Accessories,4,74.99,0.05,284.96,155.25,129.71,Completed
ORD00264,2024-12-08,C1005,Cork,Mobile App,Keyboard,Accessories,1,74.99,0.1,67.49,35.92,31.57,Completed
ORD00265,2024-01-21,C1008,Waterford,Marketplace,Smart Watch,Wearables,2,149.99,0.1,269.98,174.04,95.94,Returned
ORD00266,2024-01-19,C1159,Dublin,Marketplace,Standing Desk,Furniture,1,299.99,0.15,254.99,175.85,79.14,Completed
ORD00267,2024-06-05,C1088,Cork,Website,Laptop Stand,Accessories,1,28.99,0,28.99,16.08,12.91,Completed
ORD00268,2024-09-30,C1238,Cork,Retail Store,Office Chair,Furniture,3,179.99,0,539.97,324.67,215.3,Completed
ORD00269,2024-05-20,C1062,Dublin,Marketplace,Keyboard,Accessories,3,74.99,0.1,202.47,127.58,74.89,Completed
ORD00270,2024-04-13,C1140,Galway,Retail Store,Standing Desk,Furniture,2,299.99,0,599.98,389.44,210.54,Returned
ORD00271,2024-01-16,C1062,Galway,Mobile App,Headphones,Audio,2,129.99,0.1,233.98,162.12,71.86,Completed
ORD00272,2024-06-29,C1041,Cork,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,89.21,63.78,Completed
ORD00273,2024-01-12,C1040,Waterford,Website,Fitness Band,Wearables,1,49.99,0,49.99,27.84,22.15,Completed
ORD00274,2024-08-13,C1090,Dublin,Mobile App,Speaker,Audio,1,54.99,0,54.99,33.79,21.2,Cancelled
ORD00275,2024-04-13,C1157,Waterford,Marketplace,Keyboard,Accessories,1,74.99,0.05,71.24,36.79,34.45,Completed
ORD00276,2024-11-18,C1181,Cork,Retail Store,Office Chair,Furniture,1,179.99,0.1,161.99,89.07,72.92,Completed
ORD00277,2024-09-11,C1101,Waterford,Mobile App,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.58,9.06,Completed
ORD00278,2024-08-19,C1177,Limerick,Marketplace,Headphones,Audio,3,129.99,0.15,331.47,168.67,162.8,Completed
ORD00279,2024-07-15,C1165,Galway,Website,Headphones,Audio,1,129.99,0.15,110.49,68.99,41.5,Completed
ORD00280,2024-06-04,C1205,Cork,Retail Store,Fitness Band,Wearables,1,49.99,0.05,47.49,25.07,22.42,Completed
ORD00281,2024-11-07,C1214,Cork,Marketplace,Standing Desk,Furniture,1,299.99,0.05,284.99,160.79,124.2,Completed
ORD00282,2024-05-11,C1144,Limerick,Marketplace,Smart Watch,Wearables,3,149.99,0,449.97,218.98,230.99,Returned
ORD00283,2024-09-21,C1186,Limerick,Retail Store,Headphones,Audio,1,129.99,0.1,116.99,71.89,45.1,Completed
ORD00284,2024-01-06,C1173,Dublin,Mobile App,Laptop Stand,Accessories,2,28.99,0.05,55.08,32.93,22.15,Completed
ORD00285,2024-03-19,C1225,Cork,Retail Store,Speaker,Audio,1,54.99,0.15,46.74,33.72,13.02,Completed
ORD00286,2024-09-28,C1191,Dublin,Mobile App,Fitness Band,Wearables,2,49.99,0.15,84.98,48.38,36.6,Completed
ORD00287,2024-02-26,C1167,Galway,Marketplace,Speaker,Audio,4,54.99,0.05,208.96,128.15,80.81,Completed
ORD00288,2024-09-25,C1074,Waterford,Mobile App,Office Chair,Furniture,3,179.99,0.1,485.97,313.01,172.96,Completed
ORD00289,2024-11-04,C1027,Galway,Website,USB-C Hub,Accessories,1,39.99,0,39.99,25.75,14.24,Completed
ORD00290,2024-10-10,C1001,Galway,Retail Store,Laptop Stand,Accessories,2,28.99,0.05,55.08,36.62,18.46,Completed
ORD00291,2024-09-11,C1196,Waterford,Marketplace,Standing Desk,Furniture,1,299.99,0,299.99,159.33,140.66,Completed
ORD00292,2024-07-29,C1154,Dublin,Mobile App,Office Chair,Furniture,1,179.99,0,179.99,113.28,66.71,Completed
ORD00293,2024-09-24,C1125,Limerick,Retail Store,Office Chair,Furniture,1,179.99,0,179.99,89.96,90.03,Completed
ORD00294,2024-05-01,C1090,Galway,Mobile App,Laptop Stand,Accessories,2,28.99,0.15,49.28,27.79,21.49,Completed
ORD00295,2024-04-08,C1115,Waterford,Retail Store,Wireless Mouse,Accessories,3,19.99,0.15,50.97,25.3,25.67,Completed
ORD00296,2024-01-23,C1112,Dublin,Mobile App,USB-C Hub,Accessories,3,39.99,0.15,101.97,69.2,32.77,Completed
ORD00297,2024-06-10,C1001,Limerick,Marketplace,Laptop Stand,Accessories,1,28.99,0.15,24.64,17.3,7.34,Completed
ORD00298,2024-02-04,C1062,Limerick,Mobile App,Headphones,Audio,4,129.99,0.1,467.96,343.8,124.16,Completed
ORD00299,2024-05-04,C1022,Cork,Mobile App,Smart Watch,Wearables,3,149.99,0.1,404.97,196.75,208.22,Completed
ORD00300,2024-07-04,C1029,Galway,Retail Store,Keyboard,Accessories,1,74.99,0.05,71.24,41.53,29.71,Completed
ORD00301,2024-06-28,C1141,Cork,Retail Store,Wireless Mouse,Accessories,4,19.99,0.1,71.96,49.99,21.97,Completed
ORD00302,2024-12-06,C1006,Galway,Mobile App,Headphones,Audio,1,129.99,0.1,116.99,57.22,59.77,Completed
ORD00303,2024-03-06,C1142,Limerick,Retail Store,Keyboard,Accessories,1,74.99,0.05,71.24,44.29,26.95,Completed
ORD00304,2024-07-26,C1096,Waterford,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,20.37,17.62,Completed
ORD00305,2024-12-11,C1033,Galway,Retail Store,Fitness Band,Wearables,1,49.99,0,49.99,35.15,14.84,Completed
ORD00306,2024-04-18,C1032,Dublin,Website,Speaker,Audio,1,54.99,0.1,49.49,31.58,17.91,Completed
ORD00307,2024-10-17,C1037,Galway,Website,Headphones,Audio,2,129.99,0.1,233.98,114.06,119.92,Completed
ORD00308,2024-12-05,C1228,Dublin,Website,Wireless Mouse,Accessories,2,19.99,0,39.98,22.53,17.45,Completed
ORD00309,2024-06-08,C1022,Cork,Marketplace,Speaker,Audio,2,54.99,0.05,104.48,55.39,49.09,Completed
ORD00310,2024-08-25,C1198,Cork,Marketplace,Smart Watch,Wearables,1,149.99,0.1,134.99,94.43,40.56,Completed
ORD00311,2024-01-13,C1168,Limerick,Mobile App,Speaker,Audio,2,54.99,0.05,104.48,74.52,29.96,Cancelled
ORD00312,2024-02-28,C1069,Waterford,Mobile App,Smart Watch,Wearables,1,149.99,0,149.99,79.08,70.91,Completed
ORD00313,2024-04-11,C1193,Galway,Mobile App,Laptop Stand,Accessories,1,28.99,0.15,24.64,12.87,11.77,Completed
ORD00314,2024-04-26,C1145,Limerick,Marketplace,Laptop Stand,Accessories,2,28.99,0,57.98,36.34,21.64,Returned
ORD00315,2024-12-01,C1073,Dublin,Website,Standing Desk,Furniture,1,299.99,0,299.99,152.72,147.27,Cancelled
ORD00316,2024-06-25,C1191,Dublin,Retail Store,Wireless Mouse,Accessories,1,19.99,0.05,18.99,10.15,8.84,Completed
ORD00317,2024-05-23,C1134,Dublin,Marketplace,Smart Watch,Wearables,4,149.99,0.15,509.97,354.67,155.3,Returned
ORD00318,2024-12-18,C1212,Limerick,Website,Smart Watch,Wearables,1,149.99,0.05,142.49,94.02,48.47,Completed
ORD00319,2024-03-06,C1125,Cork,Website,USB-C Hub,Accessories,1,39.99,0.15,33.99,23.8,10.19,Cancelled
ORD00320,2024-11-22,C1060,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,79.95,73.04,Completed
ORD00321,2024-04-13,C1162,Galway,Mobile App,Laptop Stand,Accessories,1,28.99,0.05,27.54,16.17,11.37,Completed
ORD00322,2024-01-04,C1131,Limerick,Mobile App,Fitness Band,Wearables,2,49.99,0,99.98,66.33,33.65,Returned
ORD00323,2024-03-13,C1150,Waterford,Mobile App,Speaker,Audio,2,54.99,0,109.98,78.09,31.89,Completed
ORD00324,2024-03-20,C1153,Limerick,Retail Store,Wireless Mouse,Accessories,1,19.99,0,19.99,13.11,6.88,Completed
ORD00325,2024-04-15,C1011,Dublin,Marketplace,Wireless Mouse,Accessories,2,19.99,0,39.98,22.94,17.04,Completed
ORD00326,2024-03-23,C1083,Limerick,Retail Store,Wireless Mouse,Accessories,2,19.99,0.1,35.98,26.28,9.7,Completed
ORD00327,2024-08-27,C1250,Limerick,Website,Headphones,Audio,1,129.99,0,129.99,63.94,66.05,Completed
ORD00328,2024-11-26,C1125,Limerick,Retail Store,Speaker,Audio,4,54.99,0.15,186.97,102.6,84.37,Completed
ORD00329,2024-11-25,C1073,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.05,170.99,122.96,48.03,Completed
ORD00330,2024-07-21,C1214,Cork,Marketplace,Wireless Mouse,Accessories,1,19.99,0,19.99,9.73,10.26,Completed
ORD00331,2024-06-07,C1190,Waterford,Marketplace,Office Chair,Furniture,3,179.99,0,539.97,273.53,266.44,Completed
ORD00332,2024-07-08,C1214,Galway,Mobile App,Speaker,Audio,1,54.99,0.05,52.24,26.93,25.31,Completed
ORD00333,2024-04-20,C1126,Limerick,Retail Store,Wireless Mouse,Accessories,2,19.99,0.1,35.98,25.74,10.24,Completed
ORD00334,2024-04-26,C1041,Cork,Retail Store,Headphones,Audio,2,129.99,0,259.98,134.38,125.6,Completed
ORD00335,2024-09-02,C1048,Cork,Marketplace,Smart Watch,Wearables,1,149.99,0,149.99,105.17,44.82,Completed
ORD00336,2024-05-25,C1018,Dublin,Retail Store,Standing Desk,Furniture,3,299.99,0.15,764.97,451.8,313.17,Returned
ORD00337,2024-03-25,C1096,Galway,Website,Wireless Mouse,Accessories,1,19.99,0,19.99,14.29,5.7,Completed
ORD00338,2024-02-13,C1138,Galway,Retail Store,Standing Desk,Furniture,2,299.99,0.15,509.98,270.7,239.28,Completed
ORD00339,2024-11-07,C1158,Dublin,Website,Office Chair,Furniture,3,179.99,0,539.97,395.98,143.99,Completed
ORD00340,2024-08-03,C1243,Galway,Retail Store,Speaker,Audio,2,54.99,0.05,104.48,65.5,38.98,Completed
ORD00341,2024-11-20,C1007,Cork,Mobile App,Keyboard,Accessories,1,74.99,0.05,71.24,44.02,27.22,Completed
ORD00342,2024-07-09,C1142,Waterford,Retail Store,Fitness Band,Wearables,2,49.99,0,99.98,65.16,34.82,Completed
ORD00343,2024-04-26,C1046,Cork,Website,USB-C Hub,Accessories,2,39.99,0.1,71.98,39.44,32.54,Completed
ORD00344,2024-05-08,C1181,Limerick,Mobile App,Headphones,Audio,2,129.99,0,259.98,160.67,99.31,Completed
ORD00345,2024-10-28,C1145,Dublin,Retail Store,USB-C Hub,Accessories,1,39.99,0,39.99,26.84,13.15,Completed
ORD00346,2024-02-28,C1160,Waterford,Website,Fitness Band,Wearables,1,49.99,0.15,42.49,26.48,16.01,Completed
ORD00347,2024-02-17,C1035,Galway,Website,Smart Watch,Wearables,1,149.99,0,149.99,93.95,56.04,Completed
ORD00348,2024-04-19,C1117,Galway,Website,Laptop Stand,Accessories,1,28.99,0,28.99,19.21,9.78,Completed
ORD00349,2024-04-13,C1144,Dublin,Marketplace,Smart Watch,Wearables,3,149.99,0,449.97,288.66,161.31,Completed
ORD00350,2024-03-03,C1061,Galway,Marketplace,Speaker,Audio,2,54.99,0,109.98,76.4,33.58,Completed
ORD00351,2024-10-08,C1083,Waterford,Website,Laptop Stand,Accessories,2,28.99,0.05,55.08,27.87,27.21,Completed
ORD00352,2024-01-11,C1214,Waterford,Retail Store,USB-C Hub,Accessories,1,39.99,0,39.99,26.41,13.58,Completed
ORD00353,2024-04-04,C1038,Waterford,Marketplace,Laptop Stand,Accessories,1,28.99,0,28.99,19.95,9.04,Completed
ORD00354,2024-10-02,C1176,Galway,Retail Store,Smart Watch,Wearables,3,149.99,0.15,382.47,270.64,111.83,Completed
ORD00355,2024-01-17,C1204,Dublin,Website,Speaker,Audio,4,54.99,0.1,197.96,120.85,77.11,Completed
ORD00356,2024-12-20,C1216,Limerick,Retail Store,Standing Desk,Furniture,1,299.99,0.1,269.99,197.51,72.48,Completed
ORD00357,2024-04-20,C1079,Cork,Website,Standing Desk,Furniture,1,299.99,0.05,284.99,161.19,123.8,Completed
ORD00358,2024-07-17,C1239,Galway,Marketplace,Speaker,Audio,2,54.99,0.05,104.48,65.83,38.65,Completed
ORD00359,2024-08-23,C1224,Waterford,Website,Standing Desk,Furniture,1,299.99,0,299.99,145.6,154.39,Completed
ORD00360,2024-05-14,C1091,Waterford,Mobile App,Keyboard,Accessories,1,74.99,0.05,71.24,35.37,35.87,Cancelled
ORD00361,2024-08-06,C1162,Waterford,Website,Laptop Stand,Accessories,3,28.99,0,86.97,61.47,25.5,Completed
ORD00362,2024-03-13,C1174,Dublin,Marketplace,Headphones,Audio,2,129.99,0,259.98,183.79,76.19,Cancelled
ORD00363,2024-05-05,C1089,Waterford,Retail Store,Speaker,Audio,2,54.99,0.15,93.48,65.61,27.87,Completed
ORD00364,2024-05-04,C1207,Cork,Marketplace,Speaker,Audio,2,54.99,0.1,98.98,60.47,38.51,Completed
ORD00365,2024-07-21,C1145,Galway,Mobile App,USB-C Hub,Accessories,1,39.99,0.1,35.99,21.06,14.93,Completed
ORD00366,2024-10-19,C1141,Galway,Website,Keyboard,Accessories,1,74.99,0.05,71.24,38.87,32.37,Returned
ORD00367,2024-10-24,C1090,Limerick,Marketplace,Standing Desk,Furniture,3,299.99,0.15,764.97,402.74,362.23,Cancelled
ORD00368,2024-06-12,C1230,Cork,Marketplace,Smart Watch,Wearables,2,149.99,0,299.98,209.4,90.58,Returned
ORD00369,2024-05-01,C1180,Dublin,Mobile App,Office Chair,Furniture,1,179.99,0,179.99,115.71,64.28,Completed
ORD00370,2024-09-13,C1165,Dublin,Mobile App,Fitness Band,Wearables,1,49.99,0.15,42.49,23.52,18.97,Completed
ORD00371,2024-02-07,C1207,Waterford,Marketplace,Laptop Stand,Accessories,4,28.99,0.15,98.57,48.56,50.01,Completed
ORD00372,2024-01-08,C1163,Galway,Website,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.94,8.7,Completed
ORD00373,2024-07-26,C1156,Galway,Mobile App,Speaker,Audio,3,54.99,0,164.97,107.02,57.95,Completed
ORD00374,2024-06-20,C1198,Limerick,Retail Store,Smart Watch,Wearables,2,149.99,0,299.98,192.84,107.14,Completed
ORD00375,2024-10-15,C1167,Galway,Website,Fitness Band,Wearables,3,49.99,0,149.97,108.06,41.91,Completed
ORD00376,2024-03-14,C1135,Dublin,Marketplace,Speaker,Audio,1,54.99,0,54.99,28.63,26.36,Completed
ORD00377,2024-03-19,C1168,Waterford,Marketplace,Smart Watch,Wearables,1,149.99,0.15,127.49,89.9,37.59,Completed
ORD00378,2024-11-27,C1079,Waterford,Retail Store,Standing Desk,Furniture,1,299.99,0.1,269.99,183.18,86.81,Completed
ORD00379,2024-01-05,C1142,Limerick,Website,Speaker,Audio,1,54.99,0.05,52.24,26.87,25.37,Completed
ORD00380,2024-02-16,C1239,Dublin,Mobile App,Speaker,Audio,1,54.99,0,54.99,32.13,22.86,Completed
ORD00381,2024-05-12,C1240,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,104.36,48.63,Completed
ORD00382,2024-06-28,C1199,Cork,Retail Store,Keyboard,Accessories,3,74.99,0,224.97,138.9,86.07,Cancelled
ORD00383,2024-07-18,C1117,Cork,Marketplace,Fitness Band,Wearables,1,49.99,0.05,47.49,33.92,13.57,Completed
ORD00384,2024-11-26,C1233,Limerick,Marketplace,Laptop Stand,Accessories,1,28.99,0,28.99,14.41,14.58,Completed
ORD00385,2024-11-17,C1220,Cork,Website,Standing Desk,Furniture,1,299.99,0.1,269.99,195.93,74.06,Completed
ORD00386,2024-04-14,C1083,Limerick,Marketplace,Headphones,Audio,2,129.99,0,259.98,140.43,119.55,Completed
ORD00387,2024-09-01,C1220,Galway,Mobile App,Fitness Band,Wearables,1,49.99,0.15,42.49,29.13,13.36,Completed
ORD00388,2024-05-07,C1041,Galway,Retail Store,Headphones,Audio,1,129.99,0,129.99,78.81,51.18,Completed
ORD00389,2024-07-03,C1011,Limerick,Mobile App,Laptop Stand,Accessories,3,28.99,0,86.97,61.0,25.97,Completed
ORD00390,2024-02-27,C1038,Dublin,Mobile App,Keyboard,Accessories,4,74.99,0.05,284.96,187.54,97.42,Returned
ORD00391,2024-03-27,C1118,Limerick,Website,Keyboard,Accessories,1,74.99,0.05,71.24,36.0,35.24,Completed
ORD00392,2024-04-13,C1202,Dublin,Website,Smart Watch,Wearables,3,149.99,0,449.97,284.46,165.51,Completed
ORD00393,2024-01-11,C1012,Galway,Website,Standing Desk,Furniture,1,299.99,0.1,269.99,178.62,91.37,Completed
ORD00394,2024-01-02,C1045,Cork,Mobile App,Wireless Mouse,Accessories,4,19.99,0,79.96,49.3,30.66,Completed
ORD00395,2024-09-11,C1245,Dublin,Marketplace,Office Chair,Furniture,1,179.99,0,179.99,111.19,68.8,Cancelled
ORD00396,2024-01-08,C1067,Galway,Website,USB-C Hub,Accessories,2,39.99,0.05,75.98,50.37,25.61,Cancelled
ORD00397,2024-07-04,C1068,Dublin,Marketplace,USB-C Hub,Accessories,1,39.99,0.1,35.99,24.66,11.33,Completed
ORD00398,2024-07-29,C1223,Galway,Retail Store,Fitness Band,Wearables,1,49.99,0.15,42.49,24.05,18.44,Completed
ORD00399,2024-07-16,C1225,Limerick,Mobile App,Office Chair,Furniture,1,179.99,0,179.99,104.51,75.48,Returned
ORD00400,2024-05-10,C1177,Waterford,Retail Store,Laptop Stand,Accessories,1,28.99,0.15,24.64,17.76,6.88,Cancelled
ORD00401,2024-01-18,C1232,Dublin,Retail Store,USB-C Hub,Accessories,2,39.99,0,79.98,55.92,24.06,Completed
ORD00402,2024-06-10,C1116,Waterford,Website,Speaker,Audio,2,54.99,0.1,98.98,61.64,37.34,Completed
ORD00403,2024-07-13,C1060,Limerick,Marketplace,Fitness Band,Wearables,1,49.99,0.15,42.49,26.43,16.06,Completed
ORD00404,2024-12-12,C1211,Galway,Website,Smart Watch,Wearables,4,149.99,0.05,569.96,364.39,205.57,Completed
ORD00405,2024-05-14,C1232,Limerick,Marketplace,Office Chair,Furniture,2,179.99,0.15,305.98,207.76,98.22,Completed
ORD00406,2024-09-27,C1093,Waterford,Mobile App,Fitness Band,Wearables,2,49.99,0,99.98,49.7,50.28,Completed
ORD00407,2024-12-04,C1117,Cork,Website,Speaker,Audio,1,54.99,0,54.99,28.57,26.42,Completed
ORD00408,2024-03-19,C1179,Galway,Retail Store,Speaker,Audio,3,54.99,0.1,148.47,76.01,72.46,Completed
ORD00409,2024-08-19,C1169,Dublin,Marketplace,Speaker,Audio,2,54.99,0.15,93.48,57.54,35.94,Completed
ORD00410,2024-03-30,C1194,Waterford,Mobile App,Fitness Band,Wearables,2,49.99,0.1,89.98,58.04,31.94,Completed
ORD00411,2024-11-14,C1094,Waterford,Marketplace,Keyboard,Accessories,1,74.99,0.15,63.74,41.54,22.2,Completed
ORD00412,2024-05-12,C1014,Waterford,Mobile App,Headphones,Audio,1,129.99,0,129.99,62.42,67.57,Completed
ORD00413,2024-05-15,C1213,Limerick,Website,Office Chair,Furniture,1,179.99,0.05,170.99,93.44,77.55,Completed
ORD00414,2024-05-28,C1158,Galway,Website,Fitness Band,Wearables,3,49.99,0,149.97,76.99,72.98,Completed
ORD00415,2024-08-08,C1165,Waterford,Marketplace,Smart Watch,Wearables,1,149.99,0.05,142.49,104.32,38.17,Completed
ORD00416,2024-04-08,C1250,Waterford,Marketplace,Smart Watch,Wearables,3,149.99,0,449.97,324.18,125.79,Completed
ORD00417,2024-08-16,C1097,Limerick,Retail Store,USB-C Hub,Accessories,1,39.99,0,39.99,20.03,19.96,Completed
ORD00418,2024-08-24,C1179,Limerick,Retail Store,Laptop Stand,Accessories,1,28.99,0.15,24.64,14.79,9.85,Cancelled
ORD00419,2024-03-10,C1131,Dublin,Mobile App,Keyboard,Accessories,3,74.99,0.1,202.47,118.12,84.35,Completed
ORD00420,2024-07-17,C1197,Limerick,Website,Smart Watch,Wearables,1,149.99,0.05,142.49,88.91,53.58,Completed
ORD00421,2024-02-15,C1217,Cork,Retail Store,Wireless Mouse,Accessories,2,19.99,0,39.98,20.25,19.73,Completed
ORD00422,2024-10-08,C1176,Limerick,Mobile App,USB-C Hub,Accessories,2,39.99,0.1,71.98,50.7,21.28,Cancelled
ORD00423,2024-04-07,C1132,Dublin,Mobile App,Laptop Stand,Accessories,3,28.99,0,86.97,48.99,37.98,Cancelled
ORD00424,2024-05-10,C1169,Galway,Retail Store,Headphones,Audio,1,129.99,0,129.99,72.98,57.01,Completed
ORD00425,2024-07-13,C1205,Limerick,Marketplace,Smart Watch,Wearables,2,149.99,0.05,284.98,159.35,125.63,Completed
ORD00426,2024-08-25,C1168,Limerick,Mobile App,Keyboard,Accessories,1,74.99,0.15,63.74,41.4,22.34,Completed
ORD00427,2024-06-09,C1002,Waterford,Website,Speaker,Audio,1,54.99,0.15,46.74,30.5,16.24,Completed
ORD00428,2024-08-12,C1074,Cork,Mobile App,Standing Desk,Furniture,3,299.99,0,899.97,496.0,403.97,Completed
ORD00429,2024-08-15,C1052,Cork,Website,Standing Desk,Furniture,2,299.99,0.1,539.98,390.44,149.54,Completed
ORD00430,2024-09-11,C1046,Dublin,Mobile App,Wireless Mouse,Accessories,1,19.99,0,19.99,13.83,6.16,Completed
ORD00431,2024-03-15,C1199,Cork,Website,Headphones,Audio,2,129.99,0.15,220.98,154.23,66.75,Completed
ORD00432,2024-12-03,C1213,Galway,Retail Store,USB-C Hub,Accessories,2,39.99,0,79.98,47.01,32.97,Completed
ORD00433,2024-08-16,C1075,Cork,Marketplace,Keyboard,Accessories,3,74.99,0,224.97,110.43,114.54,Completed
ORD00434,2024-04-19,C1038,Cork,Retail Store,Keyboard,Accessories,1,74.99,0.05,71.24,40.2,31.04,Cancelled
ORD00435,2024-10-06,C1177,Dublin,Mobile App,Speaker,Audio,1,54.99,0.05,52.24,28.11,24.13,Completed
ORD00436,2024-06-29,C1031,Cork,Website,Keyboard,Accessories,1,74.99,0.1,67.49,34.4,33.09,Completed
